instname;state;tuition03_tf;tot_rev_w_auxother_sum;control;total_enrollment;ptall12;LONGITUD;LATITUDE
Community College of the Air Force;AL;0;;1;;;-86.244501;32.404904
Kuyper College;MI;7150;5201346.002;302;61;-85.59061;43.02054
Ross Medical Education Center;MI;;144496814.003;400;;-83.751213;42.984099
Sacred Heart Major Seminary;MI;6074;4380586.002;349;58;-83.111975;42.375985
Saginaw Valley State University;MI;7008;60306478.001;8334;581;-83.96434;43.55187
Schoolcraft College;MI;2784;52458425.001;8988;267;-83.432718;42.419149
Siena Heights University;MI;11522;20834389.002;1897;323;-84.014564;41.905213
St Clair County Community College;MI;3627;23285746.001;3729;402;-82.427387;42.977904
Southwestern Michigan College;MI;2449;16162887.001;3131;296;-86.078113;41.967045
Specs Howard School of Broadcast Arts Inc;MI;;3514971.003;334;;-83.239106;42.4583
Spring Arbor University;MI;11600;24053215.002;2434;284;-84.553858;42.205322
Michigan Career and Technical Institute;MI;5400;10188548.001;535;;-85.511649;42.508553
Finlandia University;MI;10830;8448912.002;376;117;-88.589101;47.126432
Thomas M Cooley Law School;MI;;29880856.002;1659;434;-84.554005;42.731321
Twin City Beauty College;MI;;198447.003;50;;-86.475394;42.071534
Virginia Farrell Beauty School;MI;;1469509.003;379;;-82.906264;42.469518
Walsh College of Accountancy and Business Administration;MI;4920;18471490.002;2929;122;-83.148191;42.573851
Washtenaw Community College;MI;3528;59053496.001;10820;468;-83.665779;42.266106
Wayne County Community College District;MI;2858;55075607.001;8265;862;-83.054299;42.327701
Wayne State University;MI;7860;593153134.001;31025;6941;-83.058401;42.363097
West Shore Community College;MI;2400;9466424.731;1262;152;-86.338481;43.90119
Western Michigan University;MI;8574;325888192.001;27744;2876;-85.609338;42.285014
Western Theological Seminary;MI;;6283540.002;168;33;-86.102674;42.785821
Wright Beauty Academy;MI;;862378.003;;;-85.196907;42.308451
Academy College;MN;22859;3275175.003;418;19;-93.259385;44.861896
Alexandria Technical College;MN;4448;20095085.001;2061;252;-95.373057;45.874073
American Indian OIC Inc;MN;3672;1915493.002;14;;-93.246113;44.962519
Anoka Technical College;MN;4170;15640694.001;1832;336;-93.412847;45.212629
Anoka-Ramsey Community College-Coon Rapids Campus;MN;4384;25417992.001;5876;346;-93.347806;45.173592
Apostolic Bible Institute Inc;MN;;719562.002;;;-92.966216;44.949058
Augsburg College;MN;15084;43781197.002;3007;575;-93.240749;44.967384
Riverland Community College;MN;4313;19996782.001;2855;298;-93.000256;43.674022
Bemidji State University;MN;5940;47915387.001;4539;512;-94.875584;47.482884
Bethany Lutheran College;MN;10106;19743769.002;406;128;-93.9904;44.16557
Bethel University;MN;15300;52861189.002;3847;625;-93.160061;45.058404
Carleton College;MN;23325;204822213.002;1903;677;-93.155528;44.461391
Concordia College at Moorhead;MN;13340;64738656.002;2913;689;-96.770257;46.864653
Concordia University-Saint Paul;MN;13040;29123375.132;1711;379;-93.154265;44.950002
Dakota County Technical College;MN;4254;23652751.001;2184;377;-93.079343;44.738886
Martin Luther College;MN;4380;11175471.002;912;132;-94.471386;44.305133
Lake Superior College;MN;4095;22187058.001;2848;318;-92.138735;46.782588
Cosmetology Careers Unlimited-Duluth;MN;;235418.003;26;;-92.09971;46.785798
Duluth Business University;MN;13500;1730012.003;306;55;-92.158428;46.743176
Minnesota State Community and Technical College;MN;4326;8844940.001;1859;133;-96.097942;46.285147
Globe College;MN;7920;8446019.253;598;74;-92.940548;44.946802
Minnesota West Community and Technical College;MN;4080;22911928.001;2567;446;-95.559659;44.807928
Gustavus Adolphus College;MN;17200;68893379.002;2543;627;-93.96853;44.32191
Hamline University;MN;15574;51899458.002;3111;585;-93.165311;44.966493
HAZELDEN FOUNDATION;MN;;;2;;;-92.793868;45.374882
Hennepin Technical College;MN;4490;35517572.001;5641;636;-93.395856;45.094572
Cosmetology Careers Unlimited-Hibbing;MN;;156985.003;22;;-92.923931;47.420922
Hibbing Community College-A Technical and Community College;MN;4053;14866622.111;3076;238;-92.920313;47.420519
Aveda Institute;MN;;133300701.003;266;;-93.253964;44.987778
Inver Hills Community College;MN;4091;18806965.001;4233;302;-93.054741;44.833401
The Art Institutes International Minnesota;MN;16000;9544374.003;736;102;-93.276243;44.97599
Luther Seminary;MN;;22042556.002;788;176;-93.200981;44.98647
MacAlester College;MN;20560;96087000.002;1835;512;-93.16708;44.940033
South Central College;MN;4080;107429586.401;13471;1730;-94.044983;44.173335
Minnesota State University-Mankato;MN;5300;116065720.001;12085;1271;-93.999332;44.146259
Regency Beauty Institute;MN;;4605673.003;340;;-93.23623;45.175443
Mayo School of Health Related Sciences;MN;3500;9646529.002;271;133;-92.465248;44.022482
Argosy University-Twin Cities Campus;MN;10530;5416299.003;580;42;-93.172977;44.83733
Metropolitan State University;MN;5848;30036751.001;5333;595;-93.072444;44.958661
University of Minnesota-Twin Cities;MN;12312;1606453737.001;45361;21706;-93.233705;44.976425
University of Minnesota-Crookston;MN;3600;15262687.001;2464;281;-96.610885;47.798999
Minneapolis Business College;MN;8440;4335474.003;322;57;-93.172603;45.006257
Minneapolis College of Art and Design;MN;17910;14951298.002;602;131;-93.275306;44.956789
Minneapolis Community and Technical College;MN;4215;38467138.001;6034;655;-93.28484;44.972924
Herzing College;MN;;1599970.323;183;27;-93.366732;45.055998
Minnesota School of Cosmetology;MN;;274292.003;27;;-92.972841;44.925699
Crossroads College;MN;5239;1565785.002;114;20;-92.475115;43.998862
University of Minnesota-Duluth;MN;12000;112028102.801;8504;1460;-92.07479;46.80896
University of Minnesota-Morris;MN;9540;27220312.001;1867;440;-95.91389;45.58611
Minnesota School of Business;MN;9450;10776601.003;1208;149;-93.29784;44.865451
Model College of Hair Design;MN;;841127.003;41;;-94.158957;45.557542
Minnesota State University-Moorhead;MN;6717;67034252.001;7059;773;-96.763734;46.867313
North Hennepin Community College;MN;4146;22863574.001;5147;307;-93.374157;45.108887
National American University-Roseville;MN;10080;3716503.003;446;78;-93.17035;45.009643
Brown College;MN;;18346251.003;2133;202;-93.17107;44.863636
Normandale Community College;MN;4233;31636377.211;6531;427;-93.329422;44.830233
North Central University;MN;7350;12166090.002;1172;190;-93.261011;44.969389
Northland Community and Technical College;MN;4390;13469846.671;2003;204;-96.166919;48.124249
Northwest Technical Institute;MN;;1955101.003;;16;-93.135425;44.860834
Northwestern College;MN;14336;34065878.002;1744;298;-93.16899;45.037318
Northwestern Health Sciences University;MN;;21282309.002;849;260;-93.312136;44.851632
Oak Hills Christian College;MN;7970;2387864.002;155;108;-94.901034;47.425175
Pine Technical College;MN;4390;8514872.001;808;102;-92.968855;45.819926
Rainy River Community College;MN;4050;4679882.001;597;71;-93.424313;48.597219
Ingenue Beauty School;MN;;97167.003;16;;-96.764215;46.875124
Rochester Community and Technical College;MN;3312;29199759.001;4339;446;-92.419544;44.014804
College of Saint Benedict;MN;16195;43994267.002;2000;427;-94.318155;45.565235
Saint Cloud Technical College;MN;;20411174.001;2653;288;-94.176874;45.580299
Saint Cloud State University;MN;5616;116570664.001;14551;1382;-94.15261;45.552579
Saint Johns University;MN;16195;60871640.002;1932;432;-94.392257;45.580451
Saint Mary's University of Minnesota;MN;13300;43113413.002;6356;621;-91.696355;44.045474
St. Olaf College;MN;18250;101795758.002;2998;821;-93.179581;44.460464
Crown College;MN;9450;12018079.002;800;129;-93.74328;44.88568
The College of Saint Scholastica;MN;15420;28296462.002;2079;346;-92.100341;46.81856
University of St Thomas;MN;16128;228523247.002;10929;1864;-93.189879;44.941646
College of Visual Arts;MN;10910;3089374.002;278;81;-93.114408;44.943337
Scot Lewis Schools-Bloomington Campus;MN;;12314260.003;82;;-93.288432;44.827443
College of St Catherine;MN;15456;66696256.002;4372;632;-93.182345;44.927048
Rasmussen College-St Cloud;MN;;9136653.003;659;126;-94.20854;45.548453
Saint Paul College - A Community and Technical College;MN;4352;25156469.001;4552;409;-93.110947;44.948191
Southwest Minnesota State University;MN;5929;33738984.001;;404;-95.762373;44.452256
Summit Academy Opportunities Industrialization Center;MN;;3383994.002;78;;-93.292016;44.984051
United Theological Seminary of the Twin Cities;MN;;6212793.092;229;50;-93.225752;45.057107
Dunwoody College of Technology;MN;6400;11794499.002;1042;147;-93.290635;44.972128
Ridgewater College;MN;4352;50271145.001;3116;455;-95.072276;45.139422
Minnesota State College-Southeast Technical-Winona;MN;4345;12096732.001;1326;168;-91.621073;44.026551
Winona State University;MN;5930;69518539.001;7056;743;-91.641746;44.048275
William Mitchell College of Law;MN;;18370887.002;1046;324;-93.138504;44.941373
Century Community and Technical College;MN;4161;35497276.001;6583;567;-92.984638;45.043724
Alcorn State University;MS;5546;54357635.001;2901;746;-91.13971;31.87819
Belhaven College;MS;9960;24517327.002;1415;164;-90.170914;32.318434
Blue Mountain College;MS;4980;7057698.002;435;66;-89.028252;34.671149
Chris Beauty College;MS;;356951.003;111;;-89.07573;30.383549
Coahoma Community College;MS;2900;11834722.001;1161;153;-90.572128;34.262156
Copiah-Lincoln Community College;MS;1400;22415505.001;2544;345;-90.39759;31.70128
Creations College of Cosmetology;MS;;5700.003;55;;-88.743511;34.25565
Delta Beauty College;MS;;232873.003;77;;-91.04523;33.37377
Delta State University;MS;2054;43702659.001;4027;826;-90.73318;33.74757
East Central Community College;MS;2430;16091355.001;2232;253;-89.11017;32.438942
East Mississippi Community College;MS;1750;15768449.001;2534;268;-88.48478;32.83093
Fosters Cosmetology College;MS;;73265.003;25;;-88.941174;34.756136
Academy of Hair Design One;MS;;157400.003;34;;-89.809354;33.774088
Holmes Community College;MS;2354;18189804.001;2805;310;-89.91406;32.96924
Itawamba Community College;MS;2700;27250627.001;3453;341;-88.412741;34.276054
Jackson State University;MS;5546;103602074.001;6354;1233;-90.209711;32.297632
Jones County Junior College;MS;2700;31180057.001;4363;389;-89.199738;31.598343
Meridian Community College;MS;2640;19915520.001;2894;356;-88.728559;32.363203
Millsaps College;MS;14190;31275768.002;1314;337;-90.177871;32.320893
Board of Trustees-Mississippi State Institutions of Higher Learning;MS;;44610023.001;;;-90.141913;32.338714
Mississippi Delta Community College;MS;2746;21486872.001;2520;342;-90.50529;33.445695
University of Mississippi Main Campus;MS;6155;205045789.001;11648;2619;-89.53502;34.36832
University of Mississippi Medical Center;MS;5197;474057436.001;1780;5652;-90.175519;32.328692
Mississippi University for Women;MS;5546;32066365.001;2953;535;-88.420525;33.494925
Mississippi Valley State University;MS;5546;34429808.001;2509;525;-90.293812;33.526631
Mississippi College;MS;8640;49560740.002;3560;583;-90.331709;32.339188
Mississippi College of Beauty Culture;MS;;351512.003;39;;-89.135327;31.693507
Mississippi Gulf Coast Community College;MS;2336;52429678.001;8746;946;-89.138369;30.782382
Mississippi State University;MS;6119;378103171.001;16076;5659;-88.79012;33.45375
Northeast Mississippi Community College;MS;2750;21928203.001;2771;261;-88.565025;34.667228
Northwest Mississippi Community College;MS;2000;33334270.001;4729;600;-89.970838;34.643807
Pearl River Community College;MS;2350;23308635.001;2874;387;-89.542475;30.843017
Rust College;MS;5200;15016472.002;843;184;-89.446847;34.774352
Southeastern Baptist College;MS;3520;518529.002;63;20;-89.148856;31.74655
Southwest Mississippi Community College;MS;2700;12680352.001;1673;171;-90.445485;31.298483
University of Southern Mississippi;MS;5972;212149416.001;14362;3300;-89.33212;31.3279
Magnolia College of Cosmetology;MS;;13136074.003;63;;-90.151792;32.358939
Tougaloo College;MS;6400;15176961.002;967;222;-90.15229;32.39946
Wesley Biblical Seminary;MS;;2600038.002;85;25;-90.158885;32.355685
Wesley College;MS;2500;1614091.342;101;25;-90.114048;32.157291
William Carey College;MS;6450;16916703.002;2109;200;-89.290316;31.30625
Allied College North;MO;;2347921.003;299;38;-90.465179;38.755244
Aquinas Institute of Theology;MO;;2213749.422;245;31;-90.237404;38.635043
Assemblies of God Theological Seminary;MO;;3717529.002;230;68;-93.261559;37.224376
Avila University;MO;11800;13028341.002;1438;297;-94.593446;38.913326
ITT Technical Institute;MO;8073;6161552.003;467;49;-90.462274;38.760315
Baptist Bible College and Graduate School;MO;2466;7825908.002;926;;-93.284217;37.240666
Boonslick Technical Education Center;MO;;140885.001;15;;-92.773395;38.938632
Lester L Cox College of Nursing and Health Science;MO;5880;2311658.002;250;44;-93.289108;37.22589
Calvary Bible College and Theological Seminary;MO;5100;2932791.002;281;;-94.547241;38.839662
Cape Girardeau Career and Technology Center;MO;;815899.001;114;;-89.564697;37.271171
Central Christian College of the Bible;MO;3625;2412127.002;135;34;-92.428972;39.394713
Central Bible College;MO;5600;10257300.002;949;258;-93.297052;37.25196
Central Methodist University-College of Liberal Arts & Sciences;MO;10860;18920669.002;1260;207;-92.684987;39.148159
Central Missouri State University;MO;5940;120495602.001;10894;1508;-93.738465;38.759107
Grand River Technical School;MO;;2023651.001;81;;-93.559225;39.79852
Chillicothe Beauty Academy Inc;MO;;173194.003;22;;-93.551352;39.792603
Cleveland Chiropractic College;MO;3240;10783798.002;628;118;-94.677315;38.932475
Columbia Area Vocational Technical School;MO;;-12305.001;119;;-92.33515;38.904394
Columbia College;MO;9808;28336372.002;8002;321;-92.326271;38.956636
Conception Seminary College;MO;8160;1940721.002;92;18;-94.683741;40.242297
Concordia Seminary;MO;;16014365.002;545;140;-90.311791;38.637623
Cottey College;MO;8800;13956796.002;279;156;-94.369175;37.837568
Covenant Theological Seminary;MO;;9328209.002;789;189;-90.452894;38.644407
Crowder College;MO;2430;14227184.001;1856;277;-94.363128;36.811875
Culver-Stockton College;MO;10100;13048416.002;870;207;-91.52691;40.1303
Deaconess College of Nursing;MO;8500;1825133.003;246;31;-90.436092;38.70285
DeVry University-Missouri;MO;7778;27518771.003;2555;332;-94.583616;38.922457
Drury University;MO;10450;31766186.002;4235;336;-93.287563;37.219243
East Central College;MO;2208;14962786.001;3209;303;-90.960109;38.412955
Eden Theological Seminary;MO;;5563726.002;192;82;-90.344355;38.591458
Elaine Steven Beauty College;MO;;492261.003;163;;-90.279605;38.761979
Pinnacle Career Institute;MO;7200;2678551.003;360;44;-94.579693;38.943557
Evangel University;MO;8890;17694108.002;1564;176;-93.261576;37.221479
Fontbonne University;MO;11184;15807959.002;2076;311;-90.315371;38.6431
Forest Institute of Professional Psychology;MO;;6350073.042;479;51;-93.336536;37.160375
Four Rivers Career Center;MO;4900;865162.001;31;;-91.019796;38.547328
Ozarks Technical Community College;MO;2970;30257687.001;5922;461;-93.281032;37.214935
Hannibal-Lagrange College;MO;8160;13100918.002;1139;173;-91.388441;39.72568
Harris-Stowe State University;MO;4066;15206983.001;1752;354;-90.224602;38.632518
Hickey College;MO;8420;3481098.003;329;46;-90.4468;38.70042
House of Heavilin Beauty College;MO;;1079611.003;160;;-94.574037;39.022962
Independence College of Cosmetology;MO;;650839.003;73;;-94.426554;39.079568
Jefferson College;MO;2100;20240950.001;3997;426;-90.55539;38.258414
Cosmetology Concepts Institute;MO;;157820.003;14;;-92.309889;38.968537
Barnes-Jewish College of Nursing and Allied Health;MO;6920;5294265.002;479;60;-90.259061;38.63695
Kansas City Art Institute;MO;16104;13937487.002;559;187;-94.58424;39.047146
Kennett Career and Technology Center;MO;;217140.001;19;;-90.071344;36.238862
Kenrick Glennon Seminary;MO;;3720000.002;69;77;-90.323892;38.585085
A T Still University of Health Sciences;MO;;36454535.002;966;475;-92.587543;40.19268
Lake Career and Technical Center;MO;2800;27436077.001;30;;-92.73802;38.00803
CoxHealth School of Radiologic Technology;MO;1200;32362.002;27;9;-93.289108;37.22589
Lex La-Ray Technical Center;MO;3800;223796.001;42;;-93.867686;39.17373
Lincoln University;MO;4536;38882787.001;3347;549;-92.167986;38.564605
Lindenwood University;MO;10400;44422606.002;5847;459;-90.497065;38.78532
Linn State Technical College;MO;5208;12404792.001;757;151;-91.81414;38.47081
Logan College of Chiropractic;MO;3040;16655103.002;954;161;-90.535786;38.634076
Longview Community College;MO;3600;97991017.001;17551;2013;-94.451005;38.91007
Lutheran School of Nursing;MO;7140;862340.003;70;;-90.226074;38.59066
Maryville University of Saint Louis;MO;12160;24523219.002;3060;469;-90.504387;38.646729
Merrell University of Beauty Arts and Science;MO;;167270.003;21;;-92.19876;38.57106
Metro Business College of Cape Girardeau;MO;7485;2401441.003;283;40;-89.571168;37.331668
Midwest Institute;MO;;940715.003;87;;-90.4098;38.599615
Midwestern Baptist Theological Seminary;MO;1400;5551067.002;;128;-94.576602;39.186264
Mineral Area College;MO;2370;15722609.001;2582;363;-90.482183;37.838774
Westwood College-O'Hare Airport;IL;;;3;38;;-87.838647;41.986592
Missouri Baptist University;MO;9090;10542996.002;2974;214;-90.46318;38.64196
Missouri Beauty Academy;MO;;154549.003;26;;-90.435742;37.786869
Missouri College;MO;7145;4314680.003;421;63;-90.334955;38.627624
Missouri Southern State University;MO;4530;37850280.001;5651;580;-94.461259;37.097994
Missouri Tech;MO;8850;1954832.003;201;32;-90.522986;38.768141
Missouri Valley College;MO;10500;10295791.002;1570;151;-93.190275;39.108836
Missouri Western State University;MO;4830;41827584.001;5157;629;-94.785833;39.759451
University of Missouri-Columbia;MO;11892;1511001571.001;54757;23269;-92.32871;38.94521
Moberly Area Community College;MO;3300;11948996.001;2606;279;-92.452851;39.419598
Hillyard Technical Center;MO;;83335723.001;85;;-94.812493;39.769636
National Academy of Beauty Arts;MO;;1617130.003;138;;-90.362552;38.523961
Nazarene Theological Seminary;MO;;3150388.002;279;58;-94.569062;39.012553
Neosho Beauty College;MO;;268458.003;75;;-94.368535;36.8699
Nichols Career Center;MO;;928975.001;83;;-92.177288;38.562414
Truman State University;MO;6344;84334891.001;6236;890;-92.583118;40.190011
Northwest Missouri State University;MO;4260;65047591.001;6462;714;-94.881514;40.351167
Ozark Christian College;MO;4160;6966470.002;683;134;-94.51264;37.101528
College of the Ozarks;MO;150;39721820.002;1429;265;-93.238174;36.616019
Park University;MO;4452;29544708.002;8469;246;-94.67967;39.187875
Patricia Stevens College;MO;8242;827325.003;134;24;-90.201181;38.632671
Poplar Bluff School District Practical Nurse Program;MO;;373785.001;22;;-90.446949;36.789019
Ranken Technical College;MO;7155;16612472.002;1353;105;-90.249404;38.653027
Research College of Nursing;MO;;;3;175;48;-94.55729;39.006914
Rockhurst University;MO;12500;35637185.002;2955;463;-94.573156;39.032695
Rolla Technical Institute;MO;;2294386.001;239;;-91.752315;37.951425
Everest College-Springfield Campus;MO;5616;4202193.003;590;27;-93.304651;37.182305
Saint Louis Community College-Meramec;MO;1950;160122305.001;26749;3316;-90.420767;38.566928
Saint Louis University-Main Campus;MO;17230;429495060.002;14062;4697;-90.23264;38.63753
Salem College of Hairstyling;MO;;158695.003;50;;-91.78492;37.94439
Sanford-Brown College;MO;8100;19146487.003;1313;275;-90.475605;38.523764
American College of Hair Design Inc;MO;;132757.003;;;-93.269302;38.713567
Sikeston Career and Technology Center;MO;6700;885879.001;353;;-89.568956;36.874069
Saint Louis Christian College;MO;4950;2915567.002;203;75;-90.295288;38.774748
St Louis College of Pharmacy;MO;12600;19120827.002;887;181;-90.260414;38.63714
Saint Paul School of Theology;MO;;15604166.002;327;75;-94.522539;39.094118
Southwest Baptist University;MO;8940;26329903.002;3634;271;-93.407737;37.599449
St John's Regional Health Center-School of Radiologic Technology;MO;825;7912.002;29;;-93.275306;37.178229
Saint Lukes College;MO;7700;4846114.002;109;24;-94.604249;38.97759
St Louis College of Health Careers;MO;;2357233.003;357;;-90.260614;38.631609
State Fair Community College;MO;3276;17118108.001;2790;266;-93.269552;38.699104
Stephens College;MO;15160;12093810.002;788;170;-92.323617;38.95142
Southeast Missouri State University;MO;5559;99941835.001;8863;1204;-89.54453;37.30272
Missouri State University;MO;6060;173646692.001;18785;2671;-93.276236;37.198544
Three Rivers Community College;MO;4464;10713352.001;2556;143;-90.431483;36.774626
North Central Missouri College;MO;2700;8037518.911;1319;113;-93.617606;40.077487
Tri County Technical School;MO;2600;824981.001;66;;-92.582136;38.349042
Truman Medical Center School for Nurse Anesthesia;MO;;70539.001;33;15;-94.575797;39.084877
Kansas City University of Medicine and Biosciences;MO;;29953839.002;864;228;-94.560732;39.106711
Washington University in St Louis;MO;23400;1539631144.002;12088;9800;-90.304;38.64778
Webster University;MO;12150;104251745.002;12826;3842;-90.345508;38.591473
Wentworth Military Academy;MO;10135;6554220.002;347;20;-93.87344;39.186399
Westminster College;MO;13490;14729306.002;686;194;-91.954233;38.84865
William Jewell College;MO;13020;37287209.002;1500;314;-94.411911;39.247844
William Woods University;MO;12900;14689948.002;1318;222;-91.94643;38.86129
Academy of Cosmetology Inc;MT;;267667.003;17;;-111.039193;45.680365
Blackfeet Community College;MT;1620;7665674.002;291;47;-113.022682;48.555957
Butte Academy of Beauty Culture;MT;;146191.003;25;;-112.540593;46.012603
Carroll College;MT;11778;17205220.002;1186;264;-112.041289;46.600848
Dawson Community College;MT;4256;4724341.001;;110;-104.722034;47.085957
Chief Dull Knife College;MT;700;111308.001;;60;-106.66456;45.62566
Montana State University-Billings;MT;7885;37816089.001;4267;568;-108.521686;45.794981
Flathead Valley Community College;MT;4725;8872241.001;1783;229;-114.328355;48.225899
Fort Belknap College;MT;1260;3987094.001;266;20;-108.78364;48.53309
Fort Peck Community College;MT;1200;5468228.001;370;65;-105.19298;48.11373
Montana State University-College of Technology-Great Falls;MT;5334;5561272.971;;118;-111.270736;47.487493
University of Great Falls;MT;8160;8953974.002;937;;-111.272987;47.490828
University of Montana-Helena College of Technology;MT;4538;4479949.001;765;99;-112.016706;46.595467
Little Big Horn College;MT;1620;3086927.001;207;;-107.45972;45.60139
Miles Community College;MT;4200;4737820.501;590;67;-105.827179;46.404642
Modern Beauty School Inc;MT;;219987.003;40;;-114.02891;46.844003
Montana Tech of the University of Montana;MT;7352;25771596.131;2460;392;-112.554152;46.012301
Montana State University-Bozeman;MT;7842;207891452.001;11658;2996;-111.04942;45.66509
Montana University System-System Office;MT;;;1;;;-111.99406;46.58422
The University of Montana;MT;7619;154896711.001;11484;2442;-113.98593;46.86119
Montana State University-Northern;MT;7070;15935498.001;1606;227;-109.685745;48.543477
Rocky Mountain College;MT;11568;13639093.002;801;187;-108.553596;45.795002
Salish Kootenai College;MT;7560;13560330.002;1075;307;-114.112938;47.600122
The University of Montana-Western;MT;4810;12087899.001;1081;161;-112.639347;45.210621
La'James International College;NE;;555328.003;71;;-96.482186;41.444947
Bellevue University;NE;3870;22407007.002;3035;237;-95.917799;41.151456
Clarkson College;NE;6768;5628504.002;406;100;-95.97568;41.259664
BryanLGH College of Health Sciences;NE;;308996305.002;123;;-96.650883;40.797343
Central Community College;NE;1890;35468601.001;7095;1522;-98.374998;40.888
Chadron State College;NE;3750;22374096.001;2768;317;-103.00187;42.821277
College of Hair Design;NE;;1253640.003;24;;-96.705464;40.811295
Concordia University;NE;11876;19387664.002;1158;257;-97.091868;40.916635
Creighton University;NE;13566;228611717.002;6325;2426;-95.948624;41.264875
Dana College;NE;12150;10568072.002;538;120;-96.156109;41.551679
Doane College;NE;12010;32515430.002;2163;352;-96.951964;40.622642
Grace University;NE;7440;10812173.002;563;116;-95.928065;41.246993
Hastings College;NE;11916;9371817.002;1148;236;-98.374916;40.590339
Fullen School of Hair Design;NE;;116037.003;;;-103.662693;41.865392
Alegent Health School of Radiologic Technology;NE;;26200.002;16;;-96.028859;41.237961
Josephs College of Beauty-Lincoln;NE;;2024753.003;214;;-96.641649;40.813288
University of Nebraska at Kearney;NE;3975;54995006.001;6780;883;-99.093974;40.700729
Hamilton College-Lincoln Campus;NE;8100;3947308.503;357;53;-96.694716;40.809119
Mary Lanning Memorial Hospital School of Radiologic Technology;NE;;24200.002;;;-98.388374;40.591771
Nebraska Methodist College of Nursing & Allied Health;NE;6528;7184570.002;414;88;-96.047815;41.266212
Metropolitan Community College Area;NE;1485;48141186.001;11668;613;-95.956556;41.30668
Midland Lutheran College;NE;13320;17090865.002;1036;182;-96.490672;41.437412
Nebraska Christian College;NE;4350;2021787.002;130;31;-96.090853;41.128957
Hamilton College-Omaha Campus;NE;7800;3780564.003;466;64;-96.073743;41.307359
Nebraska Indian Community College;NE;1440;2069433.001;;47;-84.23352;39.81852
University of Nebraska Medical Center;NE;8902;270352983.001;2590;2865;-95.94047;41.26068
Nebraska Wesleyan University;NE;12584;25173925.002;1675;396;-96.651047;40.839373
University of Nebraska at Lincoln;NE;7125;592740007.001;35658;10077;-96.701132;40.816933
Northeast Community College;NE;1648;20515900.001;4671;317;-97.39416;42.04738
Peru State College;NE;3750;10831761.001;1664;287;-95.731967;40.475769
Summit Christian College;NE;1920;;2;51;;-103.6755;41.828526
College of Saint Mary;NE;12428;10589253.002;1071;221;-96.020177;41.237959
Southeast Community College Area;NE;1508;46332350.001;7351;491;-96.62818;40.81079
Union College;NE;10590;16309815.002;856;213;-96.653944;40.774968
University of Nebraska Central Administration System Office;NE;;56422535.001;;;-96.665758;40.827977
Wayne State College;NE;3750;25784718.001;3601;435;-97.017926;42.239508
Regional West Medical Center School of Radiologic Technology;NE;1000;6969.002;5;;-103.668428;41.883461
York College;NE;7200;8133947.002;509;98;-97.580362;40.86866
Academy of Hair Design;NV;;1298685.003;97;;-115.210189;36.15899
Career College of Northern Nevada;NV;5920;1684703.003;263;37;-119.718421;39.541607
Community College of Southern Nevada;NV;3225;83423568.001;33402;920;-115.233652;36.159035
Art Institute of Las Vegas;NV;;1813524.003;152;;-115.088151;36.02575
Las Vegas College;NV;7920;3593160.003;431;53;-115.04609;36.03777
Marinello School of Beauty;NV;;411179.003;79;;-115.064625;36.173967
University of Nevada-Las Vegas;NV;8492;224005000.001;21820;3174;-115.137461;36.107751
University of Nevada-Reno;NV;6347;289217937.001;12532;3684;-119.81425;39.538779
Great Basin College;NV;5168;11014000.001;2507;345;-115.768435;40.841794
PRATER WAY COLLEGE OF BEAUTY;NV;;;3;;;-119.760781;39.485971
Morrison University;NV;5580;810266.003;114;28;-119.756959;39.432172
Sierra Nevada College;NV;11400;7587549.002;584;159;-119.937405;39.245094
Truckee Meadows Community College;NV;1230;33373402.291;9987;1026;-119.789625;39.573531
Nevada System of Higher Education-System Office;NV;;18439000.001;;;-119.812125;39.550766
Western Nevada Community College;NV;4974;18453000.001;5022;688;-119.788739;39.186344
Colby-Sawyer College;NH;18060;23045204.002;808;223;-71.978564;43.411561
Continental Academie of Hair Design;NH;;585542.003;53;;-71.444768;42.776639
Daniel Webster College;NH;15330;15931810.002;1043;166;-71.511517;42.775539
Dartmouth College;NH;24624;1206302851.002;5344;3473;-72.288576;43.704819
Empire Beauty School-Laconia;NH;;955674.003;88;;-71.468975;43.526045
Empire Beauty School-Somersworth;NH;;1117665.003;94;;-70.904719;43.261022
Franklin Pierce College;NH;17250;33547998.002;3126;491;-72.057028;42.773135
Franklin Pierce Law Center;NH;;10804684.002;463;75;-71.545086;43.206765
Hesser College;NH;8640;16020258.003;3527;170;-71.468351;42.97324
Continental Academie of Hair Design;NH;;283464.003;32;;-71.453057;42.980897
Keene Beauty Academy;NH;;11675852.003;51;;-72.319098;42.94812
Lebanon College;NH;3500;431500.002;466;;-72.25345;43.642274
Magdalen College;NH;6950;;2;66;;-71.836332;43.321056
Michaels School of Hair Design and Esthetics;NH;;721326.003;74;;-71.478911;42.958127
New England College;NH;17674;13646979.002;768;209;-71.821885;43.177582
New England School of Hair Design Inc;NH;;379812.003;59;;-72.321126;43.62848
Southern New Hampshire University;NH;13800;42600219.002;5594;1170;-71.451101;43.042401
New Hampshire Institute for Therapeutic Arts;NH;;482303.003;32;;-71.426369;42.744851
University of New Hampshire-Main Campus;NH;14340;419228623.001;25368;4516;-70.930118;43.135822
New Hampshire Technical Institute;NH;8096;14996468.001;2655;769;-71.529955;43.223466
New Hampshire Community Technical College-Berlin/Laconia;NH;8096;9231414.001;1345;517;-71.158748;44.510805
