instname,state,tuition,revenue,control,total_enrollment,all_employees,LONGITUD,LATITUDE
Lia Schorr Institute of Cosmetic Skin Care Training,New York,,481301.003,,,-73.969421,40.760528,
ITT Technical Institute,Texas,8073,4737469.003,333,41,-95.121527,29.525673,
Alexandria CET,Virginia,,292886.002,60,,-77.14462,38.803949,
CET-Durham,North Carolina,,779021.002,47,,-78.908694,35.999671,
Aviation Institute of Maintenance-Virginia Beach,Virginia,,1849455.003,151,,-76.26868,36.777572,
Beta Tech,Virginia,,1799038.003,163,,-77.542839,37.498154,
Technical Education Center-Osceola,Florida,,,1,,,-81.350744,28.29522
Miami Ad School,Florida,11200,2160418.003,169,,-80.140849,25.780264,
Green Country Technology Center,Oklahoma,4500,2161523.001,247,,-95.9365,35.63293,
Askins Vo-Tech,Arkansas,,55370.003,18,,-94.422728,35.311908,
Nova College de Puerto Rico,Puerto Rico,,450707.003,33,,-66.102598,18.382696,
Styles and Profiles Beauty College,Tennessee,,481301.003,,,-88.592633,35.169787,
John Wesley International Barber and Beauty College,California,,360012.003,104,,-118.192452,33.775641,
Platt College,Oklahoma,,455525.003,70,,-98.404732,34.607374,
Keiser Career College-Greenacres,Florida,,3376543.003,534,,-80.15382,26.650981,
Defense Language Institute,California,,,1,,,-121.91033,36.60392
Argosy University-Tampa Campus,Florida,6237,926030.003,236,10,-82.482949,27.955121,
Star Truck Driving School,Illinois,,360335.003,,,-87.946597,41.97711,
Facultad de Derecho Eugenio Maria de Hostos,Puerto Rico,,,2,,,-67.13956,18.19977
Klamath Community College,Oregon,4485,3913458.681,380,86,-121.700884,42.197814,
The Art Institute of Phoenix,Arizona,11904,11457871,891,114,-112.106998,33.567555,
Delta Connection Academy,Florida,,31391430,311,,-81.250992,28.77838,
Michigan Theological Seminary,Michigan,,748620.002,178,22,-83.452045,42.366485,
American College of Acupuncture and Oriental Med,Texas,,893446.003,98,13,-95.524745,29.735387,
Academy of Oriental Medicine,Texas,,1414225.003,107,30,-97.735131,30.358131,
Arlington Medical Institute,Texas,,594718.003,82,,-97.094574,32.784685,
Urban College of Boston,Massachusetts,,1123467.302,495,13,-71.064396,42.352954,
ITT Technical Institute,Nevada,8073,4869158.003,327,34,-115.029257,36.039642,
High-Tech Institute-Minnesota,Minnesota,,2766028.003,267,,-93.34471,44.96607,
Colorado Technical University,Colorado,7425,2315065.003,338,36,-104.886325,39.612193,
Olympia College,Indiana,,912730.003,146,,-87.335535,41.462299,
Southern Careers Institute Inc,Texas,,831281.003,126,,-98.495333,29.356709,
Virginia School of Massage,Virginia,,1179308.003,341,,-78.489212,38.063841,
ITT Technical Institute,Florida,8073,3838955.003,253,33,-80.325072,25.782743,
CAYCE/REILLY SCHOOL OF MASSOTHERAPY,Virginia,,,2,,,-75.990082,36.892279
CET-Sacramento,California,,915615.002,120,,-121.430004,38.500984,
ITT Technical Institute,Pennsylvania,8073,3310810.003,301,33,-76.813831,40.251282,
ITT Technical Institute,Pennsylvania,8073,4979261.003,410,33,-79.80101,40.57267,
ITT Technical Institute,Ohio,8073,5478376.003,420,44,-84.450411,39.160902,
ITT Technical Institute,Ohio,8073,4344937.003,353,40,-81.807212,41.350732,
Prism Career Institute,New Jeresy,,3590955.003,156,,-74.489954,39.378398,
Georgia Medical Institute-Marietta Campus,Georgia,,2817607.003,288,,-84.480542,33.911641,
The Creative Center,Nebraska,,1148617.003,100,,-96.082872,41.28956,
Moberly Area Technical Center,Missouri,1650,141069.001,12,,-92.422519,39.395814,
Studio Jewelers,New York,,241170.003,39,,-73.983663,40.745588,
Praxis Institute,Florida,,404709.003,134,,-80.225456,25.765553,
American College of Traditional Chinese Medicine,California,,3372981.002,261,122,-122.39819,37.7605,
San Juan Bautista School of Medicine,Puerto Rico,,3197098.002,148,121,-66.059474,18.211634,
Texas College of Traditional Chinese Medicine,Texas,,520467.003,65,15,-97.785974,30.233466,
Carver Career Center,West Virginia,,528544.001,204,,-81.559243,38.294391,
New Hampshire Institute of Art,New Hampshire,6300,,2,55,,-71.458915,42.992792
Stenotech Career Institute,New Jeresy,5400,266080.003,54,,-74.287777,40.875884,
Cayuga Onondaga BOCES-Practical Nursing Program,New York,4630,76368.001,16,,-76.615915,42.916402,
Clearfield County Career and Technology Center,Pennsylvania,,227160.001,24,,-78.420627,41.029242,
Cleveland Municipal School District Adult and Cont,Ohio,,1549167.001,90,,-81.717972,41.487251,
Colegio de las Ciencias Arte y Television,Bayamon,,1493899.003,214,,-66.154987,18.399342,
Delaware County Technical School,Pennsylvania,,619307.001,26,,-75.368244,39.979211,
Bryman College,California,,247349.003,,,-118.314996,33.836069,
The Institute for Health Education,New Jeresy,,394732.003,37,,-74.06037,40.732701,
Mid-Del Technology Center,Oklahoma,,5663384.001,73,,-97.401013,35.453833,
BIR Training Center,Illinois,,,3,,,-87.719083,41.997133
New York Institute of Massage Inc,New York,,1512159.003,,,-78.696707,42.974982,
Jolie Hair and Beauty Academy,Massachusetts,,75679.003,18,,-72.480817,42.157731,
Dutchess BOCES-School of Practical Nursing,New York,,232832.001,65,,-73.86644,41.74381,
Escuela Tecnica de Electricidad,Puerto Rico,,1482993.003,317,,-66.620154,18.010207,
Institute of Technology Inc,California,,3814607.003,361,,-119.723987,36.83752,
Garnet Career Center,West Virginia,,1559674.001,130,,-81.630095,38.351209,
Genesee Valley BOCES-Practical Nursing Program,New York,,39786363,3295,,-78.182551,43.014386,
Hamilton Fulton Montgomery BOCES-Practical Nursing Program,New York,,8800.00-3,,,-74.300073,42.982741,
HealthONE-School of Medical Technology,Colorado,3850,19221164,,,-104.966942,39.746143,
Henrico County-Saint Marys Hospital School of Practical Nursing,Virginia,,263702772,84,,-77.532388,37.628927,
Herkimer County BOCES-Practical Nursing Program,New York,,280806.001,59,,-75.046219,43.01983,
International Beauty College 3,Texas,,387393.003,99,,-96.64519,32.944715,
John Dewey College,Puerto Rico,,4400916.002,702,,-66.043887,18.420131,
Lee County High Tech Center North,Florida,,2543806.001,265,,-81.974639,26.658647,
Massachusetts General Hospital Dietetic Internship,Massachusetts,,75223.002,12,2,-71.06954,42.36202,
Mercy Hospital School of Nursing,Pennsylvania,6825,210727.002,53,,-79.986717,40.435146,
American Beauty Academy,Maryland,,217013.003,32,,-77.050152,39.036033,
Northland Career Center,Missouri,5000,1809935.001,50,,-94.768964,39.356489,
Norwich Regional Vocational Technical School,Connecticut,,,1,,,-72.077022,41.549192
Ocean County Vocational-Technical School,New Jeresy,,17646224,439,,-74.192821,39.985398,
Putnam-Westchester BOCES Practical Nursing Program,New York,,518017.001,115,,-73.764176,41.276878,
Sullivan County BOCES,New York,,99680.001,,,-74.777529,41.789359,
Texas Careers,Texas,,4688036.003,,,-98.621804,29.463576,
Trinity College of Puerto Rico,Puerto Rico,,1042879.002,253,,-66.63766,18.01056,
Virginia Sewing MacHines and School Center,California,,504194.003,47,,-118.25793,34.040553,
Vogue Beauty School,Georgia,,3323551.003,48,,-84.746923,33.90869,
Yeshiva of the Telshe Alumni,New York,5500,2034697.002,,,-73.911304,40.897903,
Plaza School of Beauty,South Carolina,,278465.003,23,,-80.993569,34.968895,
DeVry Institute of Technology & Keller Graduate School of Management-New York,New York,8776,12630991,1250,182,-73.98307,40.74731,
DeVry University-Indiana,Indiana,,568418.003,88,4,-86.110813,39.918837,
University of Phoenix-Seattle Campus,Washington,6480,8949682.003,1177,178,-122.247828,47.466946,
University of Phoenix-Central Florida Campus,Florida,5880,26841908,3986,614,-81.390271,28.623024,
University of Phoenix-Oregon Campus,Oregon,6480,8463674.003,983,167,-122.745706,45.424673,
CET-Socorro,Texas,,789414.002,87,,-106.323535,31.696178,
Maric College-Riverside,California,,23640877,1773,,-117.370151,33.977091,
Appalachian School of Law,Virginia,,3745860.252,114,,-82.09639,37.2781,
Delaware College of Art and Design,Delaware,9250,1935192.002,137,51,-75.550181,39.742048,
Art Institute of California-Los Angeles,California,12864,11637346,,110,-118.451406,34.019307,
American Institute of Health Sciences,California,,517340.003,71,,-118.171442,33.797115,
Career Networks Institute,California,,677182.003,76,,-117.861153,33.776553,
Monty Tech,Massachusetts,,184300.001,,,-71.85964,42.559393,
Okaloosa Applied Technology Center,Florida,,2654125.001,458,,-86.61969,30.464937,
Career Education Institute-Lincoln,Rhode Island,,5039044.003,127,,-71.476531,41.935196,
Wayne County Schools Career Center,Ohio,,1484574.001,1189,,-81.872281,40.865823,
Blessing Hospital School of Medical Laboratory Technology,Illinois,,47671.002,,,-91.39916,39.93715,
Carolinas College of Health Sciences,North Carolina,4500,1346979.001,252,44,-80.837835,35.20001,
Lester E Cox Medical Center-School of Medical Technology,Missouri,,19855.002,6,18,-93.27808,37.14488,
Western Governors University,Utah,,4402851.002,128,,-111.871339,40.684814,
Santa Barbara Business College,California,,18235491,715,,-119.226481,34.257466,
SULLIVAN AND COGLIANO TRAINING CENTER,Massachusetts,,,-3,,,-71.038262,42.075984
Herzing College,Louisiana,5840,1253428.003,189,24,-90.240858,30.001483,
Spencerian College-Lexington,Kentucky,,2313832.003,219,25,-84.449522,38.042656,
Florida Gulf Coast University,Florida,9014,44836826,3292,440,-81.77231,26.46179,
Seacoast Career Schools,Maine,,218344.003,,,-70.70605,43.40204,
Little Priest Tribal College,Nebraska,,1671172.002,147,,-96.47287,42.23612,
National Labor College,Maryland,1000,,2,237,,-76.977563,39.022242
ITT Technical Institute,Texas,8073,5264242.003,431,41,-96.756014,32.97949,
South Louisiana Community College,Louisiana,1090,,1,,,-92.052662,30.216487
HRDE-Stanley Technical Institute-Parkersburg,West Virginia,,314442.002,11,,-81.540952,39.227485,
Pima Medical Institute,California,,1530105.003,,23,-117.092691,32.619591,
Career Education Institute-Marietta,Georgia,,,3,,,-84.483312,33.903648
Academy of Hair Design,Texas,,187413.003,,,-94.71799,31.33092,
Academy of Hair Design,Texas,,171864.003,,,-94.121619,30.068398,
Baltimore School of Massage,Maryland,,2937948.003,580,,-76.6712,39.217714,
Clarita Career College,California,,1387284.003,111,,-118.462285,34.407355,
David Demuth Institute of Cosmetology,Indiana,,151971.003,,,-84.89152,39.812529,
Hair in Motion Beauty Academy,Massachusetts,,481301.003,,,-71.80804,42.284628,
Northwest HVAC/R Training Center,Washington,,532732.002,,,-117.398259,47.657168,
Kim Anh Academy of Beauty,California,,607098.003,,,-117.98054,33.759247,
L T International Beauty School,Pennsylvania,,1248526.003,26,,-75.160085,39.968916,
Michigan Jewish Institute,Michigan,7650,1261252.002,139,35,-83.414345,42.541446,
Myotherapy Institute,Nebraska,,,3,,,-96.64171,40.75227
Florida College of Integrative Medicine,Florida,8400,603952.003,,,-81.401188,28.46379,
New Professions Technical Institute,Florida,,292462.003,63,,-80.261922,25.771724,
Strand College of Hair Design,South Carolina,,360879.003,52,,-78.815049,33.748081,
Touch of Class School of Cosmetology,Texas,,296925.003,71,,-96.109222,33.120044,
ITT Technical Institute,Missouri,8073,3675920.003,235,27,-90.386216,38.409041,
ITT Technical Institute,Illinois,8073,2186113.003,,,-87.940283,41.845557,
ITT Technical Institute,New York,8073,1510526.003,,,-73.819102,42.73683,
ITT Technical Institute,New York,8073,2038349.003,,,-76.175815,43.082455,
Ilisagvik College,Alaska,1776,12029627,401,,-156.678996,71.324711,
The Community College of Baltimore County,Maryland,,103062370,,,-76.48472,39.352947,
Golf Academy of the Carolinas,South Carolina,7700,1297880.003,143,17,-78.926127,33.718007,
Florida Coastal School of Law,Florida,,6157975.003,,,-81.57872,30.231267,
White Earth Tribal and Community College,Minnesota,510,,2,99,,-95.968582,47.314118
Beta Tech,South Carolina,,,3,,,-80.042175,32.954119
Blue Cliff College-Metairie,Louisiana,,481301.003,,,-90.172314,30.002741,
Creative Images-A Certified Matrix Design Academy,Ohio,,582206.003,,,-84.187696,39.855994,
Yeshiva College of the Nations Capital,Maryland,9800,3604000.002,50,,-77.030047,39.042738,
University of Phoenix-Maryland Campus,Maryland,6480,2624719.003,178,22,-76.817173,39.190543,
University of Phoenix-Oklahoma City Campus,Oklahoma,5760,7884409.603,758,113,-97.514507,35.538035,
Louisiana State University Health Sciences Center-Shreveport,Louisiana,,,1,,,-93.760767,32.481735
Central Career School,New Jeresy,,176731.003,,,-74.419503,40.546231,
Franklin Career Institute,New York,,1045739.002,,,-73.625174,40.702803,
Montessori Institute of Milwaukee,Wisconsin,,19221164,,,-87.870777,42.98683,
New Creations Academy of Hair Design,Maryland,,481301.003,,,-76.939443,38.835057,
Pryor Beauty College,Oklahoma,,210567.003,,,-95.322894,36.30925,
Argosy University-Phoenix Campus,Arizona,,2266443.003,,,-112.106998,33.567555,
High-Tech Institute-Orlando,Florida,,3785871.003,,,-81.337648,28.560214,
River Parishes Community College,Louisiana,3240,1886373.001,,,-90.872153,30.176869,
LOS ANGELES FILM SCHOOL,California,,,-3,,,-118.328251,34.098048
National American University-Mall of America,Minnesota,10080,7191488.003,,,-93.229105,44.861386,
American Barber Institute Inc,New York,,398162.003,,,-73.99521,40.748818,
Century College,Puerto Rico,4525,,3,359,,-67.04847,18.462711
Connecticut Training Centers Inc,Connecticut,,2982026.002,,,-72.641299,41.773354,
Fine Mortuary College,Massachusetts,,720001.003,,,-71.192543,42.181012,
International Baptist College,Arizona,4200,374496.002,,,-111.885255,33.27593,
Medical Arts Massage School,North Carolina,,481301.003,,,-78.592046,35.870022,
Capps College-Foley,Alabama,,138377.003,,,-87.683555,30.416512,
Medical Training College,Louisiana,,481301.003,,,-91.069809,30.426951,
Professional Training Centers,Florida,,942143.003,,,-80.41949,25.723289,
Toni & Guy Hairdressing Academy,Texas,,2157584.003,84,,-96.853615,32.987014,
Universal Career Counseling Centers,Puerto Rico,,313191.003,,,-66.063216,18.441002,
Capri Institute,New Jeresy,,481301.003,,,-74.632422,40.86609,
ITT Technical Institute,Louisiana,8073,2045648.003,,,-90.282513,29.979795,
ITT Technical Institute,Virginia,8073,1300098.003,,,-77.556709,37.499511,
Baton Rouge Community College,Louisiana,480,9156012.001,,,-91.135557,30.449255,
ITT Technical Institute,California,8073,4492842.003,,,-121.294411,37.80983,
International Yacht Restoration School,Rhode Island,,,2,,,-71.314477,41.48117
Academy of Massage Therapy,New Jeresy,,963236.003,5,,-74.040593,40.888452,
Remington College-San Diego Campus,California,,2651445.003,180,,-117.163556,32.766008,
Culinary Academy of Long Island,New York,,1677842.003,127,,-73.519398,40.805436,
Midwest Technical Institute,Illinois,,1005184.003,112,,-89.594437,39.840302,
Oklahoma Health Academy,Oklahoma,,32490.003,,,-95.946262,36.090945,
Oklahoma Health Academy,Oklahoma,5795,995780.003,30,,-97.496248,35.355636,
Advanced Barber College and Hair Design,Texas,,319541.003,,,-97.957828,26.131317,
Academy of Health Care Professions,Texas,,,3,,,-97.715692,30.330031
English Center for International Women,California,7750,748393.002,139,,-122.27569,37.794592,
ICDC College,California,,3117176.003,370,,-118.307563,34.098051,
Monteclaro Escuela de Hoteleria y Artes Culinarias,Puerto Rico,,159839.002,22,,-65.772956,18.369284,
New Community Workforce Development Center,New Jeresy,,1799633.002,468,,-74.19348,40.738287,
North Texas Professional Career Institute,Texas,,663706.003,50,,-96.735293,32.913778,
Professional Golfers Career College,California,9180,2534728.003,104,,-117.163055,33.529721,
Richmond School of Health and Technology,Virginia,,5109293.003,,,-77.499356,37.582356,
Westwood College-Anaheim,California,14865,8771735.003,532,,-117.877775,33.804838,
Stevens-Henager College,Utah,18880,3330993.003,299,,-111.900597,40.660753,
Georgia Medical Institute,Georgia,7000,4914587.003,399,,-84.373807,33.57833,
McCann School of Business and Technology,Pennsylvania,6525,6587823.003,723,,-76.235083,40.676029,
Ridley-Lowell School of Business,New York,6750,833437.003,101,,-73.924202,41.700794,
Stratford University,Virginia,20000,6951725.003,630,,-77.213739,38.908202,
Universal Technical Institute of California Inc,California,,6954000.003,211,,-117.575814,34.082807,
American Intercontinental University,Georgia,18355,21965728,883,,-84.353971,33.933645,
American Intercontinental University,Florida,,5969563.003,391,,-80.36698,26.091355,
University of Phoenix-Philadelphia Campus,Pennsylvania,,7073000.003,269,,-75.4056,40.077,
Georgia Medical Institute-Dekalb,Georgia,,1961073.003,203,,-84.215516,33.715817,
Kee Business College,Virginia,,3669787.003,568,,-76.229022,36.790398,
National Institute of Technology,Texas,,4018654.003,345,,-95.403918,29.938225,
The Academy of Hair Design Six,Mississippi,,308067.003,84,,-89.32107,31.31171,
Aviation Institute of Maintenance-Indianapolis,Indiana,,3147386.003,,,-86.288185,39.75367,
Remington College-Little Rock Campus,Arkansas,16844,3511523.003,515,,-92.396819,34.707817,
Valley Career College,California,,946559.003,,,-116.973443,32.807183,
Florida Metropolitan University-Jacksonville,Florida,7056,2177220.003,,,-81.584491,30.218287,
Indiana Business College-Ft Wayne,Indiana,8135,889527.003,64,,-85.118816,41.138005,
Instituto Vocacional Aurea E Mendez,Puerto Rico,,495111.003,54,,-66.03349,18.23526,
Argosy University-Seattle Campus,Washington,,951356.003,62,,-122.351469,47.613893,
ITT Technical Institute,Massachusetts,10416,2528826.003,71,,-71.155548,42.587406,
Texas Tech University System Administration,Texas,,,1,,,-101.873941,33.582032
DeVry University-Florida,Florida,9250,3255727.003,349,,-80.339299,25.986215,
Cascadia Community College,Washington,6294,8787661.001,1365,,-122.191183,47.760765,
University of Phoenix-St Louis Campus,Missouri,,1328000.003,,,-90.467139,38.755952,
University of Phoenix-Cleveland Campus,Ohio,,1698000.003,43,,-81.654897,41.397226,
DeVry University-Maryland,Maryland,,151662.003,,,-77.091465,38.983952,
Community Based Education Development,California,,1541556.002,,,-118.34481,34.068898,
East West College of Natural Medicine,Florida,,709271.003,93,,-82.551813,27.368018,
J & J Hair Design College,Mississippi,,273581.003,48,,-89.055213,30.39092,
Americare School of Nursing,Florida,,1121702.003,,,-81.345357,28.653552,
Atlantic Institute of Oriental Medicine,Florida,8500,705983.002,62,,-80.142427,26.122212,
ATS Institute of Technology,Ohio,6900,1276739.003,193,,-81.453795,41.543954,
Bennett Career Institute,District of Columbia,,626584.003,140,,-76.995699,38.932375,
Blue Cliff College-Shreveport,Louisiana,,539597.003,196,,-93.724782,32.424513,
Blue Cliff College-Lafayette,Louisiana,,684672.003,326,,-92.012315,30.187609,
Career Quest,Texas,,944019.003,197,,-98.564025,29.507233,
Central Florida Institute,Florida,,1973497.003,87,,-82.738734,28.050347,
Community Care College,Oklahoma,,1368756.003,169,,-95.904481,36.101536,
Coryell Cosmetology College,Texas,,121333.003,18,,-97.74962,31.433986,
Crossroads Bible College,Indiana,3900,1387761.002,244,38,-86.040566,39.779321,
Erie 1 BOCES-Practical Nursing Program,New York,,918189.001,,,-78.787875,42.85167,
Fayette Beauty Academy,Georgia,,,3,,,-84.455103,33.453916
Harlem School of Technology,New York,8000,367990.003,35,,-73.949197,40.809342,
HDS Truck Driving Institute,Arizona,,789152.003,,,-110.857898,32.1395,
International Training Careers,Florida,,2618560.002,272,,-80.314729,25.747963,
James Albert School of Cosmetology,California,,723674.003,62,,-117.918815,33.64122,
King's College and Seminary,California,4275,4061625.002,333,72,-118.456867,34.201137,
Lacy Cosmetology School,South Carolina,,423913.003,7,,-81.70139,33.494315,
Medvance Institute of Baton Rouge,Louisiana,,,3,15,,-91.081387,30.42227
My Le's Beauty College,California,,639443.003,136,,-121.439368,38.518038,
NAWCC School of Horology,Pennsylvania,,292841.002,102,,-76.503251,40.036818,
New Concept Massage and Beauty School,Florida,,544660.003,81,,-80.2283,25.771458,
New York College of Traditional Chinese Medicine,New York,,1566856.002,234,,-73.63856,40.742834,
North Florida Institute,Florida,,1456980.003,89,,-81.705998,30.185906,
Northeastern Seminary,New York,,789233.002,103,,-77.796868,43.126748,
Northwestern College,California,,2691691.003,250,47,-121.262954,38.623424,
Omega Institute of Cosmetology,Louisiana,,407560.003,45,,-90.753407,29.602734,
Pacific Islands Bible College,GU,,1261408.002,,,144.802719,13.449165,
PCI College,California,,,3,,,-118.099816,33.874512
Rosedale Bible College,Ohio,3270,,2,,,-83.456308,40.076933
Saint Francis Career College,California,,,2,,,-118.20145,33.932061
Seattle Institute of Oriental Medicine,Washington,,611138.003,27,,-122.318473,47.675894,
Shawnee Beauty College,Oklahoma,,372902.003,73,,-96.918235,35.327501,
Acupuncture and Massage College,Florida,,1050012.003,133,,-80.364606,25.686864,
Southeastern School of Cosmetology,Alabama,,783386.002,103,,-86.841604,33.480489,
Universal Therapeutic Massage Institute,New Mexico,,798268.003,104,,-106.605,35.120153,
Upper Valley Teacher Institute,New Hampshire,,531375.002,38,,-72.230721,43.637925,
Keck Graduate Institute,California,,13449477,,,-117.72267,34.091723,
Aviation Institute of Maintenance-Atlanta,Georgia,,1660813.003,128,,-84.149041,33.948904,
National Beauty College,Texas,,507924.003,149,,-96.572016,32.849187,
Empire Beauty School-Kennesaw,Georgia,,,3,58,,-84.56134,34.0116
High-Tech Institute-Nashville,Tennessee,,9222516.003,351,70,-86.671686,36.146763,
High-Tech Institute-Dallas,Texas,,5047080.003,238,,-96.991605,32.870358,
Westwood College-River Oaks,Illinois,9423,8264264.003,273,53,-87.528382,41.596843,
ITT Technical Institute,Wisconsin,11304,2605357.003,93,26,-88.102025,44.557309,
Career Training Academy,Pennsylvania,,440411.003,24,,-80.02067,40.55036,
Huntingdon County Career and Technology Center,Pennsylvania,,160170.001,17,,-77.92765,40.43416,
Missouri College of Cosmetology North,Missouri,,950348.003,40,,-93.326773,37.241282,
Keyskills Learning,New Jeresy,,667599.003,50,,-74.153706,40.865095,
Ivy Tech Community College-Bloominton,Indiana,4029,9866779.001,2391,194,-86.598961,39.164929,
Midwest University,Missouri,,1491025.002,,,-90.831437,38.832938,
New York Automotive and Diesel Institute,New York,,821748.003,27,,-73.78112,40.70541,
Remington College,Louisiana,,,3,203,,-91.063776,30.417038
Everest College,California,7452,4441482.003,354,86,-117.577431,34.040567,
The Art Institute of Washington,Virginia,14544,8058846.003,146,88,-77.072393,38.895858,
National Institute of Technology,Michigan,,4878927.003,298,,-83.26387,42.301797,
Beta Tech,Virginia,,1755946.003,89,,-77.518617,37.60883,
New Saint Andrews College,Idaho,5200,,2,89,,-117.001441,46.731674
University of Phoenix-Boston Campus,Massachusetts,,1253000.003,58,34,-71.031782,42.22705,
University of Phoenix-Dallas Fort Worth Campus,Texas,,6305000.003,286,72,-96.769119,32.916624,
University of Phoenix-Houston Campus,Texas,,9352000.003,550,71,-95.585162,29.784171,
University of Phoenix-Milwaukee Campus,Wisconsin,,2395000.003,79,31,-88.162948,43.031708,
University of Phoenix-Idaho Campus,Idaho,,840000.003,729,,-116.356785,43.597941,
Westwood College-Inland Empire,California,9423,5152044.003,91,25,-117.651894,34.088841,
DeVry University-Virginia,Virginia,10000,3958045.003,243,38,-77.049835,38.852383,
DeVry University-Washington,Washington,10000,6895070.003,561,52,-122.289632,47.293091,
DeVry University-Colorado,Colorado,9400,9193449.003,269,324,-105.00791,39.919281,
Delta Community College,Louisiana,840,1773701.001,261,41,-92.024851,32.497593,
ITT Technical Institute,Pennsylvania,11304,1390594.003,48,23,-74.961189,40.11335,
Atenas College,Puerto Rico,,2995155.002,290,,-66.484542,18.430618,
Onondaga Cortland Madison BOCES,New York,,159777.001,77,,-76.20493,43.117227,
National American University-Ellsworth,South Dakota,5040,1080445.003,198,,-103.080918,44.148364,
National American University-Rio Rancho,New Mexico,9120,1717431.003,234,,-106.65952,35.23097,
National American University-Brooklyn Center,Minnesota,11520,1135644.003,136,,-93.302197,45.066548,
Interactive Learning Systems,Texas,,1414554.003,112,,-95.213603,29.690781,
Somerset Christian College,New Jeresy,3600,,2,109,,-74.57737,40.53722
Academy of Professional Careers,Idaho,,6376588.003,518,,-116.288481,43.619457,
International Academy of Design and Technology,Florida,26950,8489875.003,584,94,-81.400692,28.469281,
Career Education Institute-Lowell,Massachusetts,,3117297.003,225,,-71.317696,42.624564,
Texas Barber College and Hairstyling School 4,Texas,,1703985.003,259,,-95.527882,29.728916,
National Institute of Technology,Texas,,4753974.003,392,,-95.290846,29.700508,
Miller-Motte Technical College,South Carolina,7200,4474595.003,510,,-80.042472,32.953733,
Saginaw Chippewa Tribal College,Michigan,660,756549.001,41,,-84.731287,43.609942,
Psychological Studies Institute Inc,Tennessee,,1816742.002,192,,-85.275099,35.036056,
Mars Hill Graduate School,Washington,,2282917.002,161,,-122.350552,47.613334,
East Valley Institute of Technology,Arizona,,289467.001,64,,-111.865465,33.414755,
West Coast Ultrasound Institute,California,16000,1309492.003,2,,-118.376139,34.063043,
City of Hope Graduate School of Biological Science,California,,423429140,39,55,-117.971675,34.13217,
Design's School of Cosmetology,California,,509681.003,18,,-120.692239,35.63923,
Avalon Beauty College,California,,252761.003,47,,-119.695201,34.418547,
Colorado School of Professional Psychology,Colorado,,1021841.002,61,,-104.815144,38.833161,
Eli Whitney Regional Vocational Technical School,Connecticut,,,1,,,-72.94363,41.343185
Vinal Regional Vocational-Technical School,Connecticut,,,1,,,-72.674354,41.527432
Oliver Wolcott Regional Vocational Technical Sch,Connecticut,,,1,,,-73.111449,41.810163
Windham Regional Vocational Technical School,Connecticut,,,1,,,-72.22089,41.719228
Deep Muscle Therapy School,Delaware,,607323.003,58,,-75.522804,39.800203,
Ultimate Medical Academy,Florida,,,3,,,-82.785496,27.960937
Florida Barber Academy,Florida,,336413.003,44,,-80.098131,26.271491,
Angley College,Florida,,1167748.003,79,,-81.30266,28.998286,
Jacksonville Beauty Institute,Florida,,446666.003,46,,-81.725868,30.397448,
Miami-Dade County Public Schools-The English Center,Florida,,427622.001,1522,,-80.251606,25.73885,
Florida Education Institute,Florida,,1065522.003,113,,-80.290673,25.763384,
Hope Career Institute,Florida,,797855.003,98,,-80.198927,26.165149,
Florida Institute of Animal Arts,Florida,,722024.003,64,,-81.300156,28.624017,
Powder Springs Beauty College,Georgia,,5482628.003,,,-84.669702,33.854325,
National Graduate School of Quality Management,Massachusetts,,2426706.002,145,,-70.612861,41.561745,
Texas County Technical Institute,Missouri,,864536.002,58,,-91.96477,37.29941,
Aviation Institute of Maintenance-Kansas City,Missouri,23040,1598438.003,142,,-94.497422,39.050309,
Blue Cliff College,Mississippi,,567980.003,67,,-89.036742,30.442931,
Apex School of Theology,North Carolina,1250,105146.002,50,,-78.846339,35.924674,
Institute for Therapeutic Massage,New Jeresy,,1186189.003,34,,-74.296664,41.029348,
Somerset School of Massage Therapy,New Jeresy,,2494221.003,37,,-74.496619,40.543183,
Metropolitan Learning Institute,New York,10000,1483405.002,97,,-73.85947,40.72959,
The Chubb Institute-Manhattan,New York,15000,6244767.003,290,,-73.989456,40.752618,
Orleans Niagara BOCES-Practical Nursing Program,New York,,,1,,,-78.867709,43.143105
Yeshiva Shaarei Torah of Rockland,New York,6000,1895216.002,18,,-74.090699,41.124362,
Leon Studio 1 School of Hair Design & Career Training Center,New York,,977109.003,72,,-78.758175,42.960644,
St Joseph's Medical Center School of Radiography,New York,,180000.002,20,,-73.896511,40.928908,
American Institute of Alternative Medicine,Ohio,8568,1837338.003,415,,-82.988026,40.102776,
Brown Aveda Institute,Ohio,,993574.003,79,,-81.325148,41.673424,
Valley Medical College,Oregon,,716034.003,18,,-122.966734,44.969765,
Susquehanna County Career and Technology Center,Pennsylvania,5750,1711583.001,4,,-75.89551,41.78638,
Centro de Capacitacion y Asesoramiento Vetelba,Puerto Rico,,1086483.003,119,,-66.716706,18.472154,
Colegio Pentecostal Mizpa,Puerto Rico,35,443498.002,126,,-66.049855,18.395524,
Caribbean Forensic and Technical College,Puerto Rico,6670,363626.003,130,,-66.049816,18.398466,
Charleston School of Massage,South Carolina,,175898.003,2,,-79.967758,32.741395,
Concorde Career Institute,Texas,,1257000.003,,,-97.105674,32.762545,
Kussad Institute of Court Reporting,Texas,7200,178895.003,29,,-97.744966,30.228906,
